Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa),Density (kg/m^3),Young's Modulus (GPa),Thermal Conductivity (W/m-K),Thermal Expansion (10^-6/K),Maximum Service Temperature (C),Thermal Shock Index (K),E*alpha (MPa/K)
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2011-T3,,,,,,55000.0,,,43000.0,,,379.2,,,296.5,,,15.0,95.0,,,,,32.0,220.6,18.0,124.1,855.7,2820,70.0,173.0,23.0,175,184.2,1.61
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2011-T8,,,,,,59000.0,,,45000.0,,,406.8,,,310.3,,,12.0,100.0,,,,,35.0,241.3,18.0,124.1,855.7,2820,70.0,173.0,23.0,175,192.7,1.61
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2014-O,,,,,,27000.0,,,14000.0,,,186.2,,,96.5,,,18.0,45.0,,,,,18.0,124.1,13.0,89.6,618.0,2800,72.4,154.0,23.0,175,58.0,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2014-T4, T451",,,,,,62000.0,,,42000.0,,,427.5,,,289.6,,,20.0,105.0,,,,,38.0,262.0,20.0,137.9,950.8,2800,72.4,154.0,23.0,175,173.9,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2014-T6, T651",,,,,,70000.0,,,60000.0,,,482.6,,,413.7,,,13.0,135.0,,,,,42.0,289.6,18.0,124.1,855.7,2800,72.4,154.0,23.0,175,248.4,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2014-O,,,,,,25000.0,,,10000.0,,,172.4,,,68.9,,,21.0,,,,,,18.0,124.1,,,,2800,72.4,154.0,23.0,175,41.4,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2014-T3,,,,,,63000.0,,,40000.0,,,434.4,,,275.8,,,20.0,,,,,,37.0,255.1,,,,2800,72.4,154.0,23.0,175,165.6,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2014-T4, T451",,,,,,61000.0,,,37000.0,,,420.6,,,255.1,,,22.0,,,,,,37.0,255.1,,,,2800,72.4,154.0,23.0,175,153.2,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2014-T6, T651",,,,,,68000.0,,,60000.0,,,468.8,,,413.7,,,10.0,,,,,,41.0,282.7,,,,2800,72.4,154.0,23.0,175,248.4,1.6652
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2017-O,,,,,,26000.0,,,10000.0,,,179.3,,,68.9,,,22.0,45.0,,,,,18.0,124.1,13.0,89.6,618.0,2790,72.4,134.0,23.6,175,40.3,1.7086
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2017-T4, T451",,,,,,62000.0,,,40000.0,,,427.5,,,275.8,,,22.0,105.0,,,,,38.0,262.0,18.0,124.1,855.7,2790,72.4,134.0,23.6,175,161.4,1.7086
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2018-T61,,,,,,61000.0,,,46000.0,,,420.6,,,317.2,,,12.0,120.0,,,,,39.0,268.9,17.0,117.2,808.1,2810,74.0,154.0,23.4,175,183.2,1.7316
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2024-O,,,,,,27000.0,,,11000.0,,,186.2,,,75.8,,,21.0,47.0,,,,,18.0,124.1,13.0,89.6,618.0,2780,73.1,151.0,23.2,175,44.7,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2024-T3,,,,,,70000.0,,,50000.0,,,482.6,,,344.7,,,18.0,120.0,,,,,41.0,282.7,20.0,137.9,950.8,2780,73.1,151.0,23.2,175,203.3,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2024-T4, T351",,,,,,68000.0,,,47000.0,,,468.8,,,324.1,,,19.5,120.0,,,,,41.0,282.7,20.0,137.9,950.8,2780,73.1,151.0,23.2,175,191.1,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2024-T361d,,,,,,72000.0,,,57000.0,,,496.4,,,393.0,,,13.0,130.0,,,,,42.0,289.6,18.0,124.1,855.7,2780,73.1,151.0,23.2,175,231.7,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-O,,,,,,26000.0,,,11000.0,,,179.3,,,75.8,,,20.0,,,,,,18.0,124.1,,,,2780,73.1,151.0,23.2,175,44.7,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-T3,,,,,,65000.0,,,45000.0,,,448.2,,,310.3,,,18.0,,,,,,40.0,275.8,,,,2780,73.1,151.0,23.2,175,183.0,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2024-T4, T351",,,,,,64000.0,,,42000.0,,,441.3,,,289.6,,,19.0,,,,,,40.0,275.8,,,,2780,73.1,151.0,23.2,175,170.8,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-T361,,,,,,67000.0,,,53000.0,,,461.9,,,365.4,,,11.0,,,,,,41.0,282.7,,,,2780,73.1,151.0,23.2,175,215.5,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","Alclad 2024-T81, T851",,,,,,65000.0,,,60000.0,,,448.2,,,413.7,,,6.0,,,,,,40.0,275.8,,,,2780,73.1,151.0,23.2,175,243.9,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",Alclad 2024-T861,,,,,,70000.0,,,66000.0,,,482.6,,,455.1,,,6.0,,,,,,42.0,289.6,,,,2780,73.1,151.0,23.2,175,268.3,1.6959
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2025-T6,,,,,,58000.0,,,37000.0,,,399.9,,,255.1,,,19.0,110.0,,,,,35.0,241.3,18.0,124.1,855.7,2810,72.4,151.0,22.9,175,153.9,1.658
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2036-T4,,,,,,49000.0,,,28000.0,,,337.8,,,193.1,,,24.0,,,,,,,,18.0,,,2750,70.3,159.0,23.4,175,117.4,1.645
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2117-T4,,,,,,43000.0,,,24000.0,,,296.5,,,165.5,,,27.0,70.0,,,,,28.0,193.1,14.0,96.5,665.5,2750,71.0,192.0,23.8,175,97.9,1.6898
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2218-T72,,,,,,48000.0,,,37000.0,,,330.9,,,255.1,,,11.0,95.0,,,,,30.0,206.8,,,,2810,73.8,154.0,22.3,175,155.0,1.6457
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-O,,,,,,25000.0,,,11000.0,,,172.4,,,75.8,,,18.0,,,,,,,,,,,2840,73.1,121.0,22.3,175,46.5,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T42,,,,,,52000.0,,,27000.0,,,358.5,,,186.2,,,20.0,,,,,,,,,,,2840,73.1,121.0,22.3,175,114.2,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2219-T31, T351",,,,,,52000.0,,,36000.0,,,358.5,,,248.2,,,17.0,,,,,,,,,,,2840,73.1,121.0,22.3,175,152.3,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T37,,,,,,57000.0,,,46000.0,,,393.0,,,317.2,,,11.0,,,,,,,,,,,2840,73.1,121.0,22.3,175,194.6,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T62,,,,,,60000.0,,,42000.0,,,413.7,,,289.6,,,10.0,,,,,,,,15.0,103.4,713.1,2840,73.1,121.0,22.3,175,177.7,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580","2219-T81, T851",,,,,,66000.0,,,51000.0,,,455.1,,,351.6,,,10.0,,,,,,,,15.0,103.4,713.1,2840,73.1,121.0,22.3,175,215.7,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",2219-T87,,,,,,69000.0,,,57000.0,,,475.7,,,393.0,,,10.0,,,,,,,,15.0,103.4,713.1,2840,73.1,121.0,22.3,175,241.1,1.6301
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 580",3003-O,,,,,,16000.0,,,6000.0,,,110.3,,,41.4,,,35.0,28.0,,,,,11.0,75.8,7.0,48.3,332.8,2730,68.9,193.0,23.2,200,25.9,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H12,,,,,,19000.0,,,18000.0,,,131.0,,,124.1,,,15.0,35.0,,,,,12.0,82.7,8.0,55.2,380.3,2730,68.9,193.0,23.2,200,77.6,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H14,,,,,,22000.0,,,21000.0,,,151.7,,,144.8,,,12.0,40.0,,,,,14.0,96.5,9.0,62.1,427.8,2730,68.9,193.0,23.2,200,90.6,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H16,,,,,,26000.0,,,25000.0,,,179.3,,,172.4,,,9.5,47.0,,,,,15.0,103.4,10.0,68.9,475.4,2730,68.9,193.0,23.2,200,107.9,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3003-H18,,,,,,29000.0,,,27000.0,,,199.9,,,186.2,,,7.0,55.0,,,,,16.0,110.3,10.0,68.9,475.4,2730,68.9,193.0,23.2,200,116.5,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-O,,,,,,16000.0,,,6000.0,,,110.3,,,41.4,,,35.0,,,,,,11.0,75.8,,,,2730,68.9,193.0,23.2,200,25.9,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H12,,,,,,19000.0,,,18000.0,,,131.0,,,124.1,,,15.0,,,,,,12.0,82.7,,,,2730,68.9,193.0,23.2,200,77.6,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H14,,,,,,22000.0,,,21000.0,,,151.7,,,144.8,,,12.0,,,,,,14.0,96.5,,,,2730,68.9,193.0,23.2,200,90.6,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H16,,,,,,26000.0,,,25000.0,,,179.3,,,172.4,,,9.5,,,,,,15.0,103.4,,,,2730,68.9,193.0,23.2,200,107.9,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3003-H18,,,,,,29000.0,,,27000.0,,,199.9,,,186.2,,,7.0,,,,,,16.0,110.3,,,,2730,68.9,193.0,23.2,200,116.5,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-O,,,,,,26000.0,,,10000.0,,,179.3,,,68.9,,,22.5,45.0,,,,,16.0,110.3,14.0,96.5,665.5,2720,68.9,163.0,23.2,200,43.1,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H32,,,,,,31000.0,,,25000.0,,,213.7,,,172.4,,,13.5,52.0,,,,,17.0,117.2,15.0,103.4,713.1,2720,68.9,163.0,23.2,200,107.9,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H34,,,,,,35000.0,,,29000.0,,,241.3,,,199.9,,,10.5,63.0,,,,,18.0,124.1,15.0,103.4,713.1,2720,68.9,163.0,23.2,200,125.1,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H36,,,,,,38000.0,,,33000.0,,,262.0,,,227.5,,,7.0,70.0,,,,,20.0,137.9,16.0,110.3,760.6,2720,68.9,163.0,23.2,200,142.3,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3004-H38,,,,,,41000.0,,,36000.0,,,282.7,,,248.2,,,5.5,77.0,,,,,21.0,144.8,16.0,110.3,760.6,2720,68.9,163.0,23.2,200,155.3,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-O,,,,,,26000.0,,,10000.0,,,179.3,,,68.9,,,22.5,,,,,,16.0,110.3,,,,2720,68.9,163.0,23.2,200,43.1,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H32,,,,,,31000.0,,,25000.0,,,213.7,,,172.4,,,13.5,,,,,,17.0,117.2,,,,2720,68.9,163.0,23.2,200,107.9,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H34,,,,,,35000.0,,,29000.0,,,241.3,,,199.9,,,10.5,,,,,,18.0,124.1,,,,2720,68.9,163.0,23.2,200,125.1,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H36,,,,,,38000.0,,,33000.0,,,262.0,,,227.5,,,7.0,,,,,,20.0,137.9,,,,2720,68.9,163.0,23.2,200,142.3,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",Alclad 3004-H38,,,,,,41000.0,,,36000.0,,,282.7,,,248.2,,,5.5,,,,,,21.0,144.8,,,,2720,68.9,163.0,23.2,200,155.3,1.5985
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-O,,,,,,17000.0,,,8000.0,,,117.2,,,55.2,,,24.0,,,,,,12.0,82.7,,,,2720,68.9,172.0,23.6,200,33.9,1.626
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H12,,,,,,22000.0,,,19000.0,,,151.7,,,131.0,,,7.0,,,,,,14.0,96.5,,,,2720,68.9,172.0,23.6,200,80.6,1.626
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H14,,,,,,25000.0,,,22000.0,,,172.4,,,151.7,,,5.0,,,,,,15.0,103.4,,,,2720,68.9,172.0,23.6,200,93.3,1.626
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H16,,,,,,28000.0,,,25000.0,,,193.1,,,172.4,,,4.0,,,,,,16.0,110.3,,,,2720,68.9,172.0,23.6,200,106.0,1.626
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H18,,,,,,31000.0,,,28000.0,,,213.7,,,193.1,,,3.0,,,,,,17.0,117.2,,,,2720,68.9,172.0,23.6,200,118.8,1.626
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",3105-H25,,,,,,26000.0,,,23000.0,,,179.3,,,158.6,,,8.0,,,,,,15.0,103.4,,,,2720,68.9,172.0,23.6,200,97.5,1.626
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",4032-T6,,,,,,55000.0,,,46000.0,,,379.2,,,317.2,,,9.0,120.0,,,,,38.0,262.0,16.0,110.3,760.6,2680,79.3,138.0,19.4,200,206.2,1.5384
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-O,,,,,,18000.0,,,6000.0,,,124.1,,,41.4,,,25.0,28.0,,,,,11.0,75.8,,,,2700,69.0,200.0,23.8,200,25.2,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H12,,,,,,20000.0,,,19000.0,,,137.9,,,131.0,,,10.0,,,,,,14.0,96.5,,,,2700,69.0,200.0,23.8,200,79.8,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H14,,,,,,23000.0,,,22000.0,,,158.6,,,151.7,,,6.0,,,,,,14.0,96.5,,,,2700,69.0,200.0,23.8,200,92.4,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H16,,,,,,26000.0,,,25000.0,,,179.3,,,172.4,,,5.0,,,,,,15.0,103.4,,,,2700,69.0,200.0,23.8,200,105.0,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H18,,,,,,29000.0,,,28000.0,,,199.9,,,193.1,,,4.0,,,,,,16.0,110.3,,,,2700,69.0,200.0,23.8,200,117.6,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H32,,,,,,20000.0,,,17000.0,,,137.9,,,117.2,,,11.0,36.0,,,,,14.0,96.5,,,,2700,69.0,200.0,23.8,200,71.4,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H34,,,,,,23000.0,,,20000.0,,,158.6,,,137.9,,,8.0,41.0,,,,,14.0,96.5,,,,2700,69.0,200.0,23.8,200,84.0,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H36,,,,,,26000.0,,,24000.0,,,179.3,,,165.5,,,6.0,46.0,,,,,15.0,103.4,,,,2700,69.0,200.0,23.8,200,100.8,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5005-H38,,,,,,29000.0,,,27000.0,,,199.9,,,186.2,,,5.0,51.0,,,,,16.0,110.3,,,,2700,69.0,200.0,23.8,200,113.4,1.6422
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-O,,,,,,21000.0,,,8000.0,,,144.8,,,55.2,,,24.0,36.0,,,,,15.0,103.4,12.0,82.7,570.5,2690,68.9,193.0,23.8,200,33.7,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H32,,,,,,25000.0,,,21000.0,,,172.4,,,144.8,,,9.0,46.0,,,,,17.0,117.2,13.0,89.6,618.0,2690,68.9,193.0,23.8,200,88.3,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H34,,,,,,28000.0,,,24000.0,,,193.1,,,165.5,,,8.0,53.0,,,,,18.0,124.1,13.0,89.6,618.0,2690,68.9,193.0,23.8,200,100.9,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H36,,,,,,30000.0,,,26000.0,,,206.8,,,179.3,,,7.0,58.0,,,,,19.0,131.0,14.0,96.5,665.5,2690,68.9,193.0,23.8,200,109.3,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5050-H38,,,,,,32000.0,,,29000.0,,,220.6,,,199.9,,,6.0,63.0,,,,,20.0,137.9,14.0,96.5,665.5,2690,68.9,193.0,23.8,200,121.9,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-O,,,,,,28000.0,,,13000.0,,,193.1,,,89.6,,,27.5,47.0,,,,,18.0,124.1,16.0,110.3,760.6,2680,70.3,138.0,23.8,200,53.6,1.6731
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H32,,,,,,33000.0,,,28000.0,,,227.5,,,193.1,,,15.0,60.0,,,,,20.0,137.9,17.0,117.2,808.1,2680,70.3,138.0,23.8,200,115.4,1.6731
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H34,,,,,,38000.0,,,31000.0,,,262.0,,,213.7,,,12.0,68.0,,,,,21.0,144.8,18.0,124.1,855.7,2680,70.3,138.0,23.8,200,127.7,1.6731
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H36,,,,,,40000.0,,,35000.0,,,275.8,,,241.3,,,9.0,73.0,,,,,23.0,158.6,19.0,131.0,903.2,2680,70.3,138.0,23.8,200,144.2,1.6731
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5052-H38,,,,,,42000.0,,,37000.0,,,289.6,,,255.1,,,7.5,77.0,,,,,24.0,165.5,20.0,137.9,950.8,2680,70.3,138.0,23.8,200,152.5,1.6731
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5056-O,,,,,,42000.0,,,22000.0,,,289.6,,,151.7,,,35.0,65.0,,,,,26.0,179.3,20.0,137.9,950.8,2640,71.0,117.0,24.1,200,88.7,1.7111
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5056-H18,,,,,,63000.0,,,59000.0,,,434.4,,,406.8,,,10.0,105.0,,,,,34.0,234.4,22.0,151.7,1045.8,2640,71.0,117.0,24.1,200,237.7,1.7111
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5056-H38,,,,,,60000.0,,,50000.0,,,413.7,,,344.7,,,15.0,100.0,,,,,32.0,220.6,22.0,151.7,1045.8,2640,71.0,117.0,24.1,200,201.4,1.7111
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 581",5083-O,,,,,,42000.0,,,21000.0,,,289.6,,,144.8,,,22.0,,,,,,25.0,172.4,,,,2660,70.3,117.0,23.8,200,86.5,1.6731
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5086-O,,,,,,38000.0,,,17000.0,,,262.0,,,117.2,,,22.0,,,,,,23.0,158.6,,,,2660,71.0,125.0,23.9,200,69.1,1.6969
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5086-H32, H116",,,,,,42000.0,,,42000.0,,,289.6,,,289.6,,,21.0,,,,,,,,,,,2660,71.0,125.0,23.9,200,170.7,1.6969
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5086-H34,,,,,,47000.0,,,37000.0,,,324.1,,,255.1,,,10.0,,,,,,27.0,186.2,,,,2660,71.0,125.0,23.9,200,150.3,1.6969
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5086-H112,,,,,,39000.0,,,19000.0,,,268.9,,,131.0,,,14.0,,,,,,,,,,,2660,71.0,125.0,23.9,200,77.2,1.6969
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-O,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,27.0,58.0,,,,,22.0,151.7,17.0,117.2,808.1,2660,70.3,125.0,23.9,200,69.8,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H32,,,,,,39000.0,,,30000.0,,,268.9,,,206.8,,,15.0,67.0,,,,,22.0,151.7,18.0,124.1,855.7,2660,70.3,125.0,23.9,200,123.1,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H34,,,,,,42000.0,,,33000.0,,,289.6,,,227.5,,,13.0,73.0,,,,,24.0,165.5,19.0,131.0,903.2,2660,70.3,125.0,23.9,200,135.4,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H36,,,,,,45000.0,,,36000.0,,,310.3,,,248.2,,,12.0,78.0,,,,,26.0,179.3,20.0,137.9,950.8,2660,70.3,125.0,23.9,200,147.7,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H38,,,,,,48000.0,,,39000.0,,,330.9,,,268.9,,,10.0,80.0,,,,,28.0,193.1,21.0,144.8,998.3,2660,70.3,125.0,23.9,200,160.0,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5154-H112,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,25.0,63.0,,,,,,,17.0,117.2,808.1,2660,70.3,125.0,23.9,200,69.8,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5252-H25,,,,,,34000.0,,,25000.0,,,234.4,,,172.4,,,11.0,68.0,,,,,21.0,144.8,,,,2670,68.9,138.0,23.8,200,105.1,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582","5252-H38, H28",,,,,,41000.0,,,41000.0,,,282.7,,,282.7,,,20.0,,,,,,75.0,517.1,23.0,158.6,1093.4,2670,68.9,138.0,23.8,200,172.4,1.6398
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-O,,,,,,35000.0,,,17000.0,,,241.3,,,117.2,,,27.0,58.0,,,,,22.0,151.7,17.0,117.2,808.1,2660,70.3,125.0,23.9,200,69.8,1.6802
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 582",5254-H32,,,,,,39000.0,,,30000.0,,,268.9,,,206.8,,,15.0,67.0,,,,,22.0,151.7,18.0,124.1,855.7,2660,70.3,125.0,23.9,200,123.1,1.6802
