Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa),Density (kg/m^3),Young's Modulus (GPa),Thermal Conductivity (W/m-K),Thermal Expansion (10^-6/K),Maximum Service Temperature (C),Thermal Shock Index (K),E*alpha (MPa/K)
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C40800,,,,42000.0,79000.0,60500.0,13000.0,75000.0,44000.0,289.6,544.7,417.1,89.6,517.1,303.4,,,43.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,159.7,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C41100,,,,39000.0,106000.0,72500.0,11000.0,72000.0,41500.0,268.9,730.8,499.9,75.8,496.4,286.1,,,43.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,150.6,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C41300,,,,41000.0,405000.0,223000.0,12000.0,82000.0,47000.0,282.7,2792.4,1537.5,82.7,565.4,324.1,,,45.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,170.6,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C41500,,,,46000.0,81000.0,63500.0,17000.0,75000.0,46000.0,317.2,558.5,437.8,117.2,517.1,317.2,,,44.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,166.9,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C42200,,,,43000.0,88000.0,65500.0,15000.0,75000.0,45000.0,296.5,606.7,451.6,103.4,517.1,310.3,,,46.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,163.3,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C42500,,,,45000.0,92000.0,68500.0,18000.0,76000.0,47000.0,310.3,634.3,472.3,124.1,524.0,324.1,,,49.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,170.6,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C43000,,,,46000.0,94000.0,70000.0,18000.0,73000.0,45500.0,317.2,648.1,482.6,124.1,503.3,313.7,,,55.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,165.1,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C43400,,,,45000.0,90000.0,67500.0,15000.0,75000.0,45000.0,310.3,620.5,465.4,103.4,517.1,310.3,,,49.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,163.3,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C43500,,,,46000.0,80000.0,63000.0,16000.0,68000.0,42000.0,317.2,551.6,434.4,110.3,468.8,289.6,,,46.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,152.4,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565","C44300, C444000, C44500",,,,48000.0,55000.0,51500.0,18000.0,22000.0,20000.0,330.9,379.2,355.1,124.1,151.7,137.9,,,65.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,72.6,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C46400 to C46700,,,,55000.0,88000.0,71500.0,25000.0,66000.0,45500.0,379.2,606.7,493.0,172.4,455.1,313.7,,,50.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,165.1,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C48200,,,,56000.0,75000.0,65500.0,25000.0,53000.0,39000.0,386.1,517.1,451.6,172.4,365.4,268.9,,,43.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,141.5,1.9
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C48500,,,,57000.0,75000.0,66000.0,25000.0,53000.0,39000.0,393.0,517.1,455.1,172.4,365.4,268.9,,,40.0,,,,,,,,,,,8500,100.0,120.0,19.0,200,141.5,1.9
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C50500,,,,40000.0,79000.0,59500.0,14000.0,50000.0,32000.0,275.8,544.7,410.2,96.5,344.7,220.6,,,48.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,111.4,1.98
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C51000,,,,47000.0,140000.0,93500.0,19000.0,80000.0,49500.0,324.1,965.3,644.7,131.0,551.6,341.3,,,64.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,172.4,1.98
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C51100,,,,46000.0,103000.0,74500.0,50000.0,80000.0,65000.0,317.2,710.2,513.7,344.7,551.6,448.2,,,48.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,226.4,1.98
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C52100,,,,55000.0,140000.0,97500.0,24000.0,80000.0,52000.0,379.2,965.3,672.2,165.5,551.6,358.5,,,70.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,181.1,1.98
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C52400,,,,66000.0,147000.0,106500.0,28000.0,28000.0,28000.0,455.1,1013.5,734.3,193.1,193.1,193.1,,,70.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,97.5,1.98
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C54400,,,,44000.0,75000.0,59500.0,19000.0,63000.0,41000.0,303.4,517.1,410.2,131.0,434.4,282.7,,,50.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,142.8,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C60800,,,,60000.0,60000.0,60000.0,27000.0,27000.0,27000.0,413.7,413.7,413.7,186.2,186.2,186.2,,,55.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,94.0,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61000,,,,52000.0,60000.0,56000.0,17000.0,27000.0,22000.0,358.5,413.7,386.1,117.2,186.2,151.7,,,45.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,76.6,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61300,,,,70000.0,85000.0,77500.0,30000.0,58000.0,44000.0,482.6,586.1,534.3,206.8,399.9,303.4,,,42.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,153.2,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61400,,,,76000.0,89000.0,82500.0,33000.0,60000.0,46500.0,524.0,613.6,568.8,227.5,413.7,320.6,,,45.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,161.9,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61500,,,,70000.0,145000.0,107500.0,22000.0,140000.0,81000.0,482.6,999.7,741.2,151.7,965.3,558.5,,,55.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,282.1,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61800,,,,80000.0,85000.0,82500.0,39000.0,42500.0,40750.0,551.6,586.1,568.8,268.9,293.0,281.0,,,28.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,141.9,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61900,,,,92000.0,152000.0,122000.0,49000.0,145000.0,97000.0,634.3,1048.0,841.2,337.8,999.7,668.8,,,30.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,337.8,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C62300,,,,75000.0,98000.0,86500.0,35000.0,52000.0,43500.0,517.1,675.7,596.4,241.3,358.5,299.9,,,35.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,151.5,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C62400,,,,90000.0,105000.0,97500.0,40000.0,52000.0,46000.0,620.5,723.9,672.2,275.8,358.5,317.2,,,18.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,160.2,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C62500,,,,100000.0,100000.0,100000.0,55000.0,55000.0,55000.0,689.5,689.5,689.5,379.2,379.2,379.2,,,1.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,191.5,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C63000,,,,90000.0,118000.0,104000.0,50000.0,75000.0,62500.0,620.5,813.6,717.1,344.7,517.1,430.9,,,20.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,217.6,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C63200,,,,90000.0,105000.0,97500.0,45000.0,53000.0,49000.0,620.5,723.9,672.2,310.3,365.4,337.8,,,25.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,170.6,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C63600,,,,60000.0,84000.0,72000.0,,,,413.7,579.2,496.4,,,,,,64.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C63800,,,,82000.0,130000.0,106000.0,54000.0,114000.0,84000.0,565.4,896.3,730.8,372.3,786.0,579.2,,,36.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,292.5,1.98
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C64200,,,,75000.0,102000.0,88500.0,35000.0,68000.0,51500.0,517.1,703.3,610.2,241.3,468.8,355.1,,,32.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,179.3,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C65100,,,,40000.0,105000.0,72500.0,15000.0,71000.0,43000.0,275.8,723.9,499.9,103.4,489.5,296.5,,,55.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,149.7,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C65500,,,,56000.0,145000.0,100500.0,21000.0,71000.0,46000.0,386.1,999.7,692.9,144.8,489.5,317.2,,,63.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,160.2,1.98
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C66700,,,,45800.0,100000.0,72900.0,12000.0,92500.0,52250.0,315.8,689.5,502.6,82.7,637.8,360.3,,,60.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,181.1,1.989
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C67400,,,,70000.0,92000.0,81000.0,34000.0,55000.0,44500.0,482.6,634.3,558.5,234.4,379.2,306.8,,,28.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,154.2,1.989
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C67500,,,,65000.0,84000.0,74500.0,30000.0,60000.0,45000.0,448.2,579.2,513.7,206.8,413.7,310.3,,,33.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,156.0,1.989
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C68700,,,,60000.0,60000.0,60000.0,27000.0,27000.0,27000.0,413.7,413.7,413.7,186.2,186.2,186.2,,,55.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,93.6,1.989
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C68800,,,,82000.0,129000.0,105500.0,55000.0,114000.0,84500.0,565.4,889.4,727.4,379.2,786.0,582.6,,,36.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,292.9,1.989
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C69000,,,,82000.0,130000.0,106000.0,52000.0,117000.0,84500.0,565.4,896.3,730.8,358.5,806.7,582.6,,,35.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,292.9,1.989
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C69400,,,,80000.0,100000.0,90000.0,40000.0,57000.0,48500.0,551.6,689.5,620.5,275.8,393.0,334.4,,,25.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,168.1,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 567",C70400,,,,38000.0,77000.0,57500.0,40000.0,76000.0,58000.0,262.0,530.9,396.4,275.8,524.0,399.9,,,46.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,201.1,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 567",C70600,,,,44000.0,60000.0,52000.0,16000.0,57000.0,36500.0,303.4,413.7,358.5,110.3,393.0,251.7,,,42.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,126.5,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C71000,,,,49000.0,95000.0,72000.0,13000.0,85000.0,49000.0,337.8,655.0,496.4,89.6,586.1,337.8,,,40.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,169.8,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C71500,,,,54000.0,75000.0,64500.0,20000.0,70000.0,45000.0,372.3,517.1,444.7,137.9,482.6,310.3,,,45.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,156.0,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C72200,,,,46000.0,70000.0,58000.0,18000.0,66000.0,42000.0,317.2,482.6,399.9,124.1,455.1,289.6,,,46.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,145.6,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C72500,,,,55000.0,120000.0,87500.0,22000.0,108000.0,65000.0,379.2,827.4,603.3,151.7,744.6,448.2,,,35.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,225.3,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C73500,,,,50000.0,100000.0,75000.0,15000.0,84000.0,49500.0,344.7,689.5,517.1,103.4,579.2,341.3,,,37.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,171.6,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C74500,,,,49000.0,130000.0,89500.0,18000.0,76000.0,47000.0,337.8,896.3,617.1,124.1,524.0,324.1,,,50.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,162.9,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C75200,,,,56000.0,103000.0,79500.0,25000.0,90000.0,57500.0,386.1,710.2,548.1,172.4,620.5,396.4,,,45.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,199.3,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C75400,,,,53000.0,92000.0,72500.0,18000.0,79000.0,48500.0,365.4,634.3,499.9,124.1,544.7,334.4,,,43.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,168.1,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C75700,,,,52000.0,93000.0,72500.0,18000.0,79000.0,48500.0,358.5,641.2,499.9,124.1,544.7,334.4,,,48.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,168.1,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C76390,,,,90000.0,90000.0,90000.0,85000.0,85000.0,85000.0,620.5,620.5,620.5,586.1,586.1,586.1,,,6.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,294.7,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C77000,,,,60000.0,145000.0,102500.0,27000.0,90000.0,58500.0,413.7,999.7,706.7,186.2,620.5,403.3,,,40.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,202.8,1.989
Metal,Copper Alloys,Copper Alloys,"Copper Nickels, Nickel Silvers","Machinery's Handbook 27th edition, Pg. 568",C78200,,,,53000.0,91000.0,72000.0,23000.0,76000.0,49500.0,365.4,627.4,496.4,158.6,524.0,341.3,,,40.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,171.6,1.989
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",655,A,,,52000.0,52000.0,52000.0,15000.0,15000.0,15000.0,358.5,358.5,358.5,103.4,103.4,103.4,,,35.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,52.2,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",655,HRA,,,50000.0,50000.0,50000.0,18000.0,18000.0,18000.0,344.7,344.7,344.7,124.1,124.1,124.1,,,40.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,62.7,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",655,CRA,,,52000.0,52000.0,52000.0,18000.0,18000.0,18000.0,358.5,358.5,358.5,124.1,124.1,124.1,,,35.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,62.7,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",655,CRHH,,,71000.0,71000.0,71000.0,40000.0,40000.0,40000.0,489.5,489.5,489.5,275.8,275.8,275.8,,,10.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,139.3,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",655,CRH ,,,87000.0,87000.0,87000.0,60000.0,60000.0,60000.0,599.8,599.8,599.8,413.7,413.7,413.7,,,3.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,208.9,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",655,HRA,,,70000.0,85000.0,77500.0,38000.0,50000.0,44000.0,482.6,586.1,534.3,262.0,344.7,303.4,,,12.5,,,,,,,,,,,8800,110.0,60.0,18.0,300,153.2,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",651,Ap,,,38000.0,38000.0,38000.0,10000.0,10000.0,10000.0,262.0,262.0,262.0,68.9,68.9,68.9,,,35.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,34.8,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",651,HP,,,50000.0,50000.0,50000.0,40000.0,40000.0,40000.0,344.7,344.7,344.7,275.8,275.8,275.8,,,7.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,139.3,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",651,XHB,,,75000.0,85000.0,80000.0,45000.0,55000.0,50000.0,517.1,586.1,551.6,310.3,379.2,344.7,,,7.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,174.1,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",661,A,,,52000.0,52000.0,52000.0,15000.0,15000.0,15000.0,358.5,358.5,358.5,103.4,103.4,103.4,,,35.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,52.2,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",661,H,,,85000.0,85000.0,85000.0,50000.0,50000.0,50000.0,586.1,586.1,586.1,344.7,344.7,344.7,,,10.5,,,,,,,,,,,8800,110.0,60.0,18.0,300,174.1,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",6552,AC,,,45000.0,45000.0,45000.0,,,,310.3,310.3,310.3,,,,,,15.0,,,,,,,,,,,8800,110.0,60.0,18.0,300,,1.98
Metal,Copper Alloys,Bronzes,Silicon Bronzes (Everdur),"Machinery's Handbook 27th edition, Pg. 569",637,A,,,75000.0,90000.0,82500.0,37500.0,45000.0,41250.0,517.1,620.5,568.8,258.6,310.3,284.4,,,10.5,,,,,,,,,,,8800,110.0,60.0,18.0,300,143.6,1.98
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",25,Annealed,,,60000.0,85000.0,72500.0,20000.0,30000.0,25000.0,413.7,586.1,499.9,137.9,206.8,172.4,35.0,60.0,47.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,86.7,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",25,1/2 Hardened or Hardened,,,85000.0,130000.0,107500.0,75000.0,105000.0,90000.0,586.1,896.3,741.2,517.1,723.9,620.5,10.0,20.0,15.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,312.0,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",25,Heat Treated From Solution Annealed,,,165000.0,190000.0,177500.0,145000.0,175000.0,160000.0,1137.6,1310.0,1223.8,999.7,1206.6,1103.2,3.0,10.0,6.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,554.7,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",25,1/2 Heat Treated From Hardened or Heat Treated From Hardened,,,175000.0,215000.0,195000.0,150000.0,200000.0,175000.0,1206.6,1482.4,1344.5,1034.2,1379.0,1206.6,2.0,5.0,3.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,606.6,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",165,Annealed,,,60000.0,85000.0,72500.0,20000.0,30000.0,25000.0,413.7,586.1,499.9,137.9,206.8,172.4,35.0,65.0,50.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,86.7,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",165,1/2 Hardened or Hardened,,,85000.0,130000.0,107500.0,75000.0,105000.0,90000.0,586.1,896.3,741.2,517.1,723.9,620.5,10.0,20.0,15.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,312.0,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",165,Heat Treated From Solution Annealed,,,150000.0,180000.0,165000.0,125000.0,155000.0,140000.0,1034.2,1241.1,1137.6,861.8,1068.7,965.3,4.0,10.0,7.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,485.3,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",165,1/2 Heat Treated From Hardened or Heat Treated From Hardened,,,165000.0,200000.0,182500.0,135000.0,165000.0,150000.0,1137.6,1379.0,1258.3,930.8,1137.6,1034.2,2.0,5.0,3.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,520.0,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",50,Annealed,,,35000.0,55000.0,45000.0,20000.0,30000.0,25000.0,241.3,379.2,310.3,137.9,206.8,172.4,20.0,35.0,27.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,86.7,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",50,1/2 Hardened or Hardened,,,65000.0,80000.0,72500.0,55000.0,75000.0,65000.0,448.2,551.6,499.9,379.2,517.1,448.2,10.0,15.0,12.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,225.3,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",50,Heat Treated From Solution Annealed,,,100000.0,120000.0,110000.0,80000.0,100000.0,90000.0,689.5,827.4,758.4,551.6,689.5,620.5,10.0,25.0,17.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,312.0,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",50,1/2 Heat Treated From Hardened or Heat Treated From Hardened,,,110000.0,130000.0,120000.0,100000.0,120000.0,110000.0,758.4,896.3,827.4,689.5,827.4,758.4,8.0,20.0,14.0,,,,,,,,,,,8940,117.0,390.0,17.0,250,381.3,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",35,Annealed,,,35000.0,55000.0,45000.0,20000.0,30000.0,25000.0,241.3,379.2,310.3,137.9,206.8,172.4,20.0,35.0,27.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,86.7,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",35,1/2 Hardened or Hardened,,,65000.0,80000.0,72500.0,55000.0,75000.0,65000.0,448.2,551.6,499.9,379.2,517.1,448.2,10.0,15.0,12.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,225.3,1.989
Metal,Copper Alloys,Copper Alloys,Copper-Beryllium Alloys,"Machinery's Handbook 27th edition, Pg. 570",35,Heat Treated From Solution Annealed,,,100000.0,120000.0,110000.0,80000.0,100000.0,90000.0,689.5,827.4,758.4,551.6,689.5,620.5,10.0,25.0,17.5,,,,,,,,,,,8940,117.0,390.0,17.0,250,312.0,1.989
